Virus:gi|693764250|ref|NC_023420.2|	Cimodo virus strain C74-CI-2004 segment 1
Virus:gi|717728187|ref|NC_024910.1|	Cimodo virus strain C74-CI-2004 segment 7
Virus:gi|717728193|ref|NC_024911.1|	Cimodo virus strain C74-CI-2004 segment 8
Virus:gi|717728199|ref|NC_024912.1|	Cimodo virus strain C74-CI-2004 segment 9
Virus:gi|717728206|ref|NC_024913.1|	Cimodo virus strain C74-CI-2004 segment 10
Virus:gi|717728214|ref|NC_024914.1|	Cimodo virus strain C74-CI-2004 segment 11
Virus:gi|717728218|ref|NC_024915.1|	Cimodo virus strain C74-CI-2004 segment 12
Virus:gi|717728226|ref|NC_024916.1|	Cimodo virus strain C74-CI-2004 segment 2
Virus:gi|717728233|ref|NC_024917.1|	Cimodo virus strain C74-CI-2004 segment 3
Virus:gi|717728241|ref|NC_024918.1|	Cimodo virus strain C74-CI-2004 segment 4
Virus:gi|704122755|ref|NC_024919.1|	Cimodo virus strain C74-CI-2004 segment 5
Virus:gi|704122803|ref|NC_024920.1|	Cimodo virus strain C74-CI-2004 segment 6
Virus:gi|605039172|ref|NC_023888.1|	Circo-like virus-Brazil hs1
Virus:gi|725829224|ref|NC_025715.1|	Circoviridae 10 LDMD-2013
Virus:gi|725829228|ref|NC_025716.1|	Circoviridae 11 LDMD-2013
Virus:gi|725829234|ref|NC_025717.1|	Circoviridae 13 LDMD-2013
Virus:gi|725829237|ref|NC_025718.1|	Circoviridae 14 LDMD-2013
Virus:gi|725829241|ref|NC_025719.1|	Circoviridae 15 LDMD-2013
Virus:gi|725829245|ref|NC_025720.1|	Circoviridae 16 LDMD-2013
Virus:gi|725829196|ref|NC_025709.1|	Circoviridae 4 LDMD-2013
Virus:gi|725829257|ref|NC_025723.1|	Circoviridae 19 LDMD-2013
Virus:gi|725829180|ref|NC_025705.1|	Circoviridae 1 LDMD-2013
Virus:gi|725829259|ref|NC_025724.1|	Circoviridae 21 LDMD-2013
Virus:gi|725829185|ref|NC_025706.1|	Circoviridae 2 LDMD-2013
Virus:gi|725829193|ref|NC_025708.1|	Circoviridae 3 LDMD-2013
Virus:gi|725829204|ref|NC_025711.1|	Circoviridae 6 LDMD-2013
Virus:gi|725829208|ref|NC_025712.1|	Circoviridae 7 LDMD-2013
Virus:gi|725829214|ref|NC_025713.1|	Circoviridae 8 LDMD-2013
Virus:gi|725829220|ref|NC_025714.1|	Circoviridae 9 LDMD-2013
Virus:gi|725829200|ref|NC_025710.1|	Circoviridae 5 LDMD-2013
Virus:gi|725829254|ref|NC_025722.1|	Circoviridae 18 LDMD-2013
Virus:gi|693764256|ref|NC_025216.1|	Circoviridae SFBeef
Virus:gi|254688514|ref|NC_013020.1|	Circovirus-like genome BBC-A
Virus:gi|254688533|ref|NC_013028.1|	Circovirus-like genome CB-A
Virus:gi|254729601|ref|NC_013029.1|	Circovirus-like genome CB-B
Virus:gi|1043372824|ref|NC_030460.1|	Circovirus-like genome DCCV-10
Virus:gi|1043372836|ref|NC_030464.1|	Circovirus-like genome DCCV-11
Virus:gi|1043372854|ref|NC_030468.1|	Circovirus-like genome DCCV-12
Virus:gi|1043372858|ref|NC_030469.1|	Circovirus-like genome DCCV-13
Virus:gi|1043372834|ref|NC_030463.1|	Circovirus-like genome DCCV-1
Virus:gi|1043372842|ref|NC_030465.1|	Circovirus-like genome DCCV-2
Virus:gi|1043372850|ref|NC_030467.1|	Circovirus-like genome DCCV-3
Virus:gi|1043372862|ref|NC_030470.1|	Circovirus-like genome DCCV-4
Virus:gi|1043372868|ref|NC_030473.1|	Circovirus-like genome DCCV-5
Virus:gi|1043372893|ref|NC_030478.1|	Circovirus-like genome DCCV-6
Virus:gi|1043372806|ref|NC_030455.1|	Circovirus-like genome DCCV-7
Virus:gi|1043372815|ref|NC_030457.1|	Circovirus-like genome DCCV-8
Virus:gi|1043372820|ref|NC_030459.1|	Circovirus-like genome DCCV-9
Virus:gi|1043372866|ref|NC_030471.1|	Circovirus-like genome DHCV-1
Virus:gi|1043372873|ref|NC_030474.1|	Circovirus-like genome DHCV-2
Virus:gi|1043372889|ref|NC_030477.1|	Circovirus-like genome DHCV-3
Virus:gi|1043372812|ref|NC_030456.1|	Circovirus-like genome DHCV-5
Virus:gi|1043372879|ref|NC_030475.1|	Circovirus-like genome DHCV-6
Virus:gi|254688517|ref|NC_013023.1|	Circovirus-like genome RW-A
Virus:gi|254688521|ref|NC_013024.1|	Circovirus-like genome RW-B
Virus:gi|254688524|ref|NC_013025.1|	Circovirus-like genome RW-C
Virus:gi|254688527|ref|NC_013026.1|	Circovirus-like genome RW-D
Virus:gi|254688530|ref|NC_013027.1|	Circovirus-like genome RW-E
Virus:gi|255046528|ref|NC_013030.2|	Circovirus-like genome SAR-A
Virus:gi|254688511|ref|NC_013018.1|	Circovirus-like genome SAR-B
Virus:gi|1159189046|ref|NC_034210.1|	Circovirus sp. isolate DaiShan
Virus:gi|302317583|ref|NC_014360.1|	Circulifer tenellus virus 1
Virus:gi|589286942|ref|NC_023576.1|	Citrobacter phage CR44b complete genome
Virus:gi|589286108|ref|NC_023548.1|	Citrobacter phage CR8 complete genome
Virus:gi|939536926|ref|NC_027988.2|	Citrobacter phage CVT22
Virus:gi|971765512|ref|NC_029013.1|	Citrobacter phage IME-CF2
Virus:gi|971820302|ref|NC_028755.1|	Citrobacter phage Margaery
Virus:gi|970580182|ref|NC_028247.1|	Citrobacter phage Michonne
Virus:gi|713322012|ref|NC_025414.1|	Citrobacter phage Miller
Virus:gi|971821202|ref|NC_028880.1|	Citrobacter phage phiCFP-1
Virus:gi|1070102193|ref|NC_031066.1|	Citrobacter phage SH1
Virus:gi|1070104274|ref|NC_031092.1|	Citrobacter phage SH2
Virus:gi|1070065129|ref|NC_031123.1|	Citrobacter phage SH3
Virus:gi|1070097745|ref|NC_031018.1|	Citrobacter phage SH4
Virus:gi|1070101357|ref|NC_031057.1|	Citrobacter phage vB_CfrM_CfP1
Virus:gi|971820898|ref|NC_028857.1|	Citrobacter phage Merlin
Virus:gi|840030423|ref|NC_027293.1|	Citrobacter phage Moogle
Virus:gi|849248501|ref|NC_027331.1|	Citrobacter phage Moon
Virus:gi|849251524|ref|NC_027350.1|	Citrobacter phage Stevie
Virus:gi|20087053|ref|NC_003539.1|	Citrus viroid IV virus
Virus:gi|11496577|ref|NC_001651.1|	Citrus bent leaf viroid
Virus:gi|395652960|ref|NC_018151.1|	Citrus chlorotic dwarf associated virus
Virus:gi|1236513330|ref|NC_035454.1|	Citrus concave gum-associated virus isolate CGW2 segment RNA2
Virus:gi|1238823751|ref|NC_035759.1|	Citrus concave gum-associated virus isolate CGW2 segment RNA1
Virus:gi|17223092|ref|NC_003264.1|	Citrus dwarfing viroid
Virus:gi|568519778|ref|NC_023153.1|	Citrus endogenous pararetrovirus clone CB16-3
Virus:gi|11496573|ref|NC_001464.1|	Citrus exocortis viroid
Virus:gi|20889381|ref|NC_003877.1|	Citrus leaf blotch virus
Virus:gi|20087059|ref|NC_003546.1|	Citrus leaf rugose virus RNA 3
Virus:gi|20087062|ref|NC_003547.1|	Citrus leaf rugose virus RNA 2
Virus:gi|20087064|ref|NC_003548.1|	Citrus leaf rugose virus RNA 1
Virus:gi|109255260|ref|NC_008169.1|	Citrus leprosis virus C RNA-1
Virus:gi|109255267|ref|NC_008170.1|	Citrus leprosis virus C RNA-2
Virus:gi|52630359|ref|NC_006314.1|	Citrus psorosis virus RNA1
Virus:gi|52630362|ref|NC_006315.1|	Citrus psorosis virus RNA2
Virus:gi|52630364|ref|NC_006316.1|	Citrus psorosis virus RNA3
Virus:gi|62327635|ref|NC_006950.1|	Citrus sudden death-associated virus
Virus:gi|9628265|ref|NC_001661.1|	Citrus tristeza virus
Virus:gi|148717839|ref|NC_009536.1|	Citrus variegation virus RNA 3
Virus:gi|148724420|ref|NC_009537.1|	Citrus variegation virus RNA1
Virus:gi|148724422|ref|NC_009538.1|	Citrus variegation virus RNA2
Virus:gi|514361115|ref|NC_021564.1|	Citrus vein enation virus
Virus:gi|24462251|ref|NC_004359.1|	Citrus viroid VI
Virus:gi|162944684|ref|NC_010165.1|	Citrus viroid V
Virus:gi|18450268|ref|NC_003382.1|	Citrus yellow mosaic virus
Virus:gi|764160352|ref|NC_026592.1|	Citrus yellow vein clearing virus isolate CQ
Virus:gi|674269321|ref|NC_024704.1|	Cladosporium cladosporioides virus 1 putative RNA-dependent RNA polymerase gene
Virus:gi|674269323|ref|NC_024705.1|	Cladosporium cladosporioides virus 1 segment RNA2 hypothetical protein gene
Virus:gi|674269325|ref|NC_024706.1|	Cladosporium cladosporioides virus 1 segment RNA3 hypothetical protein gene
Virus:gi|674269327|ref|NC_024707.1|	Cladosporium cladosporioides virus 1 segment RNA4 hypothetical protein gene
Virus:gi|674269329|ref|NC_024708.1|	Cladosporium cladosporioides virus 1 segment RNA5 hypothetical protein gene
Virus:gi|113195403|ref|NC_008293.1|	Clanis bilineata nucleopolyhedrosis virus
Virus:gi|12657941|ref|NC_002657.1|	Classical swine fever virus
Virus:gi|282598772|ref|NC_013698.1|	Clavibacter phage CMP1
Virus:gi|589892883|ref|NC_023549.1|	Clavibacter phage CN1A
Virus:gi|1149000141|ref|NC_033777.1|	Clematis chlorotic mottle virus
Virus:gi|330370661|ref|NC_015397.1|	Cleome golden mosaic virus DNA-A
Virus:gi|311788799|ref|NC_014646.1|	Cleome leaf crumple virus associated DNA 1
Virus:gi|372293674|ref|NC_016572.1|	Cleome leaf crumple virus DNA-B
Virus:gi|372199597|ref|NC_016578.1|	Cleome leaf crumple virus DNA-A
Virus:gi|188572148|ref|NC_010713.1|	Clerodendrum golden mosaic virus DNA-A
Virus:gi|188572155|ref|NC_010714.1|	Clerodendrum golden mosaic virus DNA-B
Virus:gi|146411800|ref|NC_009451.1|	Clerodendron yellow mosaic virus
Virus:gi|209363613|ref|NC_011346.1|	Clerodendrum golden mosaic China virus DNA A
Virus:gi|209363620|ref|NC_011347.1|	Clerodendrum golden mosaic China virus DNA B
Virus:gi|380877227|ref|NC_017003.1|	Clitocybe odora virus
Virus:gi|366091748|ref|NC_016519.1|	Clitoria yellow mottle virus
Virus:gi|334265679|ref|NC_015398.1|	Clostera anachoreta granulovirus
Virus:gi|556549034|ref|NC_022646.1|	Clostera anastomosis granulovirus Henan
Virus:gi|640884857|ref|NC_024144.1|	Clostridium phage CDMH1 complete genome
Virus:gi|80159686|ref|NC_007581.1|	Clostridium phage c-st
Virus:gi|422936709|ref|NC_019523.1|	Clostridium phage phi24R
Virus:gi|20065963|ref|NC_003524.1|	Clostridium phage phi3626
Virus:gi|431810358|ref|NC_019924.1|	Clostridium phage phi8074-B1
Virus:gi|971820044|ref|NC_028905.1|	Clostridium phage phiCD111
Virus:gi|971820155|ref|NC_028958.1|	Clostridium phage phiCD146
Virus:gi|1237089601|ref|NC_029048.2|	Clostridium phage phiCD211
Virus:gi|333798107|ref|NC_015568.1|	Clostridium phage phiCD38-2
Virus:gi|971820100|ref|NC_028951.1|	Clostridium phage phiCD481-1
Virus:gi|971819831|ref|NC_028764.1|	Clostridium phage phiCD505
Virus:gi|971819908|ref|NC_028838.1|	Clostridium phage phiCD506
Virus:gi|326536847|ref|NC_015262.1|	Clostridium phage phiCD6356
Virus:gi|971764663|ref|NC_029001.1|	Clostridium phage phiCDHM11 complete genome
Virus:gi|985760983|ref|NC_029116.1|	Clostridium phage phiCDHM13 complete genome
Virus:gi|971763865|ref|NC_028996.1|	Clostridium phage phiCDHM19
Virus:gi|422935057|ref|NC_019506.1|	Clostridium phage phiCP13O
Virus:gi|422933946|ref|NC_019496.1|	Clostridium phage phiCP26F
Virus:gi|422935424|ref|NC_019508.1|	Clostridium phage phiCP34O
Virus:gi|208429855|ref|NC_011318.1|	Clostridium phage 39-O
Virus:gi|389060373|ref|NC_017980.1|	Clostridium phage phiCP7R
Virus:gi|392972653|ref|NC_018083.1|	Clostridium phage phiCPV4
Virus:gi|1068331839|ref|NC_030950.1|	Clostridium phage phiCT19406A
Virus:gi|1068331764|ref|NC_030947.1|	Clostridium phage phiCT19406B
Virus:gi|971821509|ref|NC_029006.1|	Clostridium phage phiCT19406C
Virus:gi|971821384|ref|NC_028991.1|	Clostridium phage phiCT453A
Virus:gi|971821447|ref|NC_029004.1|	Clostridium phage phiCT453B
Virus:gi|971821641|ref|NC_029022.1|	Clostridium phage phiCT9441A
Virus:gi|1068527209|ref|NC_030949.1|	Clostridium phage phiCTC2A
Virus:gi|1068527287|ref|NC_030951.1|	Clostridium phage phiCTC2B
Virus:gi|304360662|ref|NC_014457.1|	Clostridium phage phiCTP1
Virus:gi|971819962|ref|NC_028883.1|	Clostridium phage phiMMP01
Virus:gi|414090365|ref|NC_019421.1|	Clostridium phage phiMMP02
Virus:gi|971820208|ref|NC_028959.1|	Clostridium phage phiMMP03
Virus:gi|414090442|ref|NC_019422.1|	Clostridium phage phiMMP04
Virus:gi|388570630|ref|NC_017978.1|	Clostridium phage PhiS63
Virus:gi|110804020|ref|NC_008265.1|	Clostridium phage phiSM101
Virus:gi|392972682|ref|NC_018084.1|	Clostridium phage phiZP2
Virus:gi|509140039|ref|NC_021325.1|	Clostridium phage vB_CpeS-CP51
Virus:gi|134287335|ref|NC_009231.1|	Clostridium phage phiC2
Virus:gi|90592637|ref|NC_007917.1|	Clostridium phage phi CD119
Virus:gi|209901237|ref|NC_011398.1|	Clostridium phage phiCD27
Virus:gi|9629178|ref|NC_001753.1|	Clover yellow mosaic virus
Virus:gi|20087030|ref|NC_003536.1|	Clover yellow vein virus
Virus:gi|998745920|ref|NC_029304.1|	Cnaphalocrocis medinalis granulovirus strain Enping
Virus:gi|701219342|ref|NC_025397.1|	Coastal Plains virus strain DPP53
Virus:gi|948298106|ref|NC_028255.1|	Cocal virus Indiana 2
Virus:gi|723265763|ref|NC_024809.1|	Coccinia mosaic Tamil Nadu virus isolate TN TDV Coc 1 segment DNA B
Virus:gi|684094920|ref|NC_024810.1|	Coccinia mosaic Tamil Nadu virus isolate TN TDV Coc 1 segment DNA A
Virus:gi|1060285481|ref|NC_030840.1|	Coccinia mottle virus isolate Su12-25
Virus:gi|448245214|ref|NC_020206.1|	Florida woods cockroach-associated cyclovirus isolate GS140
Virus:gi|195546694|ref|NC_011108.1|	Cocksfoot mild mosaic virus
Virus:gi|38349471|ref|NC_002618.2|	Cocksfoot mottle virus
Virus:gi|20428636|ref|NC_003742.1|	Cocksfoot streak virus
Virus:gi|11496578|ref|NC_001462.1|	Coconut cadang-cadang viroid
Virus:gi|9626658|ref|NC_001465.1|	Coconut foliar decay alphasatellite
Virus:gi|11496572|ref|NC_001471.1|	Coconut tinangaja viroid
Virus:gi|1060285483|ref|NC_030842.1|	Ranavirus maximus isolate SMA15001
Virus:gi|20219033|ref|NC_003681.1|	Coleus blumei viroid 1
Virus:gi|20219034|ref|NC_003682.1|	Coleus blumei viroid 2
Virus:gi|20219035|ref|NC_003683.1|	Coleus blumei viroid 3
Virus:gi|224504350|ref|NC_012127.1|	Coleus blumei viroid 5
Virus:gi|239918958|ref|NC_012805.1|	Coleus blumei viroid 6
Virus:gi|20908248|ref|NC_003882.1|	Coleus blumei viroid
Virus:gi|156616260|ref|NC_009764.1|	Coleus vein necrosis virus
Virus:gi|946699740|ref|NC_028242.1|	Colletotrichum higginsianum non-segmented dsRNA virus 1
Virus:gi|338209365|ref|NC_015692.1|	Colobus guereza papillomavirus type 2
Virus:gi|1192699392|ref|NC_034551.1|	Colocasia bobone disease-associated virus strain SI
Virus:gi|440382952|ref|NC_020072.1|	Colombian datura virus
Virus:gi|1002883847|ref|NC_029034.2|	Colombian potato soil-borne virus RNA 1
Virus:gi|1002883848|ref|NC_029035.2|	Colombian potato soil-borne virus RNA 2
Virus:gi|1002883849|ref|NC_029037.2|	Colombian potato soil-borne virus RNA 3
Virus:gi|22960697|ref|NC_004180.1|	Colorado tick fever virus segment 9
Virus:gi|22960700|ref|NC_004181.1|	Colorado tick fever virus segment 1
Virus:gi|22960702|ref|NC_004182.1|	Colorado tick fever virus segment 2
Virus:gi|22960704|ref|NC_004183.1|	Colorado tick fever virus segment 3
Virus:gi|22960706|ref|NC_004184.1|	Colorado tick fever virus segment 4
Virus:gi|22960708|ref|NC_004185.1|	Colorado tick fever virus segment 5
Virus:gi|22960710|ref|NC_004186.1|	Colorado tick fever virus segment 6
Virus:gi|22960712|ref|NC_004187.1|	Colorado tick fever virus segment 7
Virus:gi|22960714|ref|NC_004188.1|	Colorado tick fever virus segment 8
Virus:gi|22960716|ref|NC_004189.1|	Colorado tick fever virus segment 10
Virus:gi|22960718|ref|NC_004190.1|	Colorado tick fever virus segment 12
Virus:gi|22960720|ref|NC_004191.1|	Colorado tick fever virus segment 11
Virus:gi|659494848|ref|NC_024450.1|	Falconid herpesvirus 1 strain S-18
Virus:gi|1177221560|ref|NC_034266.1|	Columbid alphaherpesvirus 1 strain HLJ
Virus:gi|20095239|ref|NC_003538.1|	Columnea latent viroid
Virus:gi|392973229|ref|NC_018088.1|	Colwellia phage 9A
Virus:gi|9625564|ref|NC_001343.1|	Commelina yellow mottle virus
Virus:gi|1063656990|ref|NC_030887.1|	Common bean-associated gemycircularvirus isolate 53_2
Virus:gi|1245682284|ref|NC_031961.1|	Common bean severe mosaic virus isolate Cuba/Mayabeque 16/2014 segment DNA-A
Virus:gi|383080795|ref|NC_016996.1|	Common-moorhen coronavirus HKU21
Virus:gi|754380874|ref|NC_026430.1|	Condylorrhiza vestigialis MNPV
Virus:gi|78762702|ref|NC_007523.1|	Coniothyrium minitans RNA virus
Virus:gi|1245682276|ref|NC_031957.1|	UNVERIFIED: Coot Bay virus strain EVG5-53
Virus:gi|151266257|ref|NC_009644.1|	Corchorus golden mosaic virus DNA-A
Virus:gi|151266263|ref|NC_009646.1|	Corchorus golden mosaic virus DNA-B
Virus:gi|116294325|ref|NC_008492.1|	Corchorus yellow spot virus DNA A
Virus:gi|116294330|ref|NC_008493.1|	Corchorus yellow spot virus DNA B
Virus:gi|459642523|ref|NC_020475.1|	Corchorus yellow vein mosaic betasatellite clone CBA7
Virus:gi|459642399|ref|NC_020473.1|	Corchorus yellow vein mosaic virus isolate CEA8
Virus:gi|53851026|ref|NC_006358.1|	Corchorus yellow vein virus - [Hoa Binh] DNA A
Virus:gi|53851032|ref|NC_006359.1|	Corchorus yellow vein virus - [Hoa Binh] DNA B
Virus:gi|1153854564|ref|NC_034156.1|	Cordoba virus strain GMC30 hypothetical protein 1 gene
Virus:gi|1095951383|ref|NC_031686.1|	Corey virus strain UWV
Virus:gi|1206255375|ref|NC_034972.1|	Coronavirus AcCoV-JC34
Virus:gi|1028356380|ref|NC_016990.2|	Porcine coronavirus HKU15 strain HKU15-44
Virus:gi|90403553|ref|NC_007922.1|	Crow polyomavirus
Virus:gi|939482390|ref|NC_009799.3|	Corynebacterium phage BFK20
Virus:gi|157310906|ref|NC_009816.1|	Corynebacterium phage P1201
Virus:gi|239828780|ref|NC_012800.1|	Cosavirus A strain HCoSV-A1 polyprotein gene
Virus:gi|239830818|ref|NC_012801.1|	Human cosavirus B1
Virus:gi|239830831|ref|NC_012802.1|	Human cosavirus D1
Virus:gi|239828756|ref|NC_012798.1|	Human cosavirus E1
Virus:gi|1188340276|ref|NC_034385.1|	Human cosavirus F strain PK5006 polyprotein gene
Virus:gi|738809355|ref|NC_025961.1|	Cosavirus JMY-2014 isolate Cosa-CHN
Virus:gi|57753434|ref|NC_006633.1|	Cotesia congregata virus complete genome
Virus:gi|57753428|ref|NC_006634.1|	Cotesia congregata virus complete genome
Virus:gi|57753420|ref|NC_006635.1|	Cotesia congregata virus complete genome
Virus:gi|57659152|ref|NC_006636.1|	Cotesia congregata virus complete genome
Virus:gi|57659187|ref|NC_006637.1|	Cotesia congregata virus complete genome
Virus:gi|57753416|ref|NC_006638.1|	Cotesia congregata virus complete genome
Virus:gi|57753410|ref|NC_006639.1|	Cotesia congregata virus complete genome
Virus:gi|57753407|ref|NC_006640.1|	Cotesia congregata virus complete genome
Virus:gi|57659250|ref|NC_006641.1|	Cotesia congregata virus complete genome
Virus:gi|57753400|ref|NC_006642.1|	Cotesia congregata virus complete genome
Virus:gi|57659287|ref|NC_006643.1|	Cotesia congregata virus complete genome
Virus:gi|57753395|ref|NC_006644.1|	Cotesia congregata virus complete genome
Virus:gi|57659323|ref|NC_006645.1|	Cotesia congregata virus complete genome
Virus:gi|57753388|ref|NC_006646.1|	Cotesia congregata virus complete genome
Virus:gi|57659365|ref|NC_006647.1|	Cotesia congregata virus complete genome
Virus:gi|57659393|ref|NC_006648.1|	Cotesia congregata virus complete genome
Virus:gi|57753378|ref|NC_006649.1|	Cotesia congregata virus complete genome
Virus:gi|57753371|ref|NC_006650.1|	Cotesia congregata virus complete genome
Virus:gi|57659440|ref|NC_006651.1|	Cotesia congregata virus complete genome
Virus:gi|57659461|ref|NC_006652.1|	Cotesia congregata virus complete genome
Virus:gi|57659485|ref|NC_006653.1|	Cotesia congregata virus complete genome
Virus:gi|57659519|ref|NC_006654.1|	Cotesia congregata virus complete genome
Virus:gi|57659549|ref|NC_006655.1|	Cotesia congregata virus complete genome
Virus:gi|57659582|ref|NC_006656.1|	Cotesia congregata virus complete genome
Virus:gi|57659613|ref|NC_006657.1|	Cotesia congregata virus complete genome
Virus:gi|57659643|ref|NC_006658.1|	Cotesia congregata virus complete genome
Virus:gi|57659681|ref|NC_006659.1|	Cotesia congregata virus complete genome
Virus:gi|57659716|ref|NC_006660.1|	Cotesia congregata virus complete genome
Virus:gi|57659745|ref|NC_006661.1|	Cotesia congregata virus complete genome
Virus:gi|57659767|ref|NC_006662.1|	Cotesia congregata virus complete genome
Virus:gi|377829940|ref|NC_016924.1|	Cotia virus SPAn232
Virus:gi|28867231|ref|NC_004580.1|	Cotton leaf crumple virus DNA A
Virus:gi|28867236|ref|NC_004581.1|	Cotton leaf crumple geminivirus DNA B
Virus:gi|28872846|ref|NC_004582.1|	Cotton leaf curl Alabad virus
Virus:gi|71658849|ref|NC_007219.1|	Cotton leaf curl Bangalore virus-associated DNA beta
Virus:gi|71849678|ref|NC_007290.1|	Cotton leaf curl Bangalore virus segment A
Virus:gi|16507269|ref|NC_003200.1|	Cotton leaf curl virus-associated DNA beta
Virus:gi|288860179|ref|NC_013803.1|	Cotton leaf curl Burewala alphasatellite
Virus:gi|288966115|ref|NC_013802.1|	Cotton leaf curl Burewala betasatellite
Virus:gi|224591438|ref|NC_012137.1|	Cotton leaf curl Burewala virus - [India:Vehari:2004]
Virus:gi|272569246|ref|NC_013593.1|	Cotton leaf curl Gezira alphasatellite
Virus:gi|62327499|ref|NC_006935.1|	Cotton leaf curl Gezira virus-associated DNA beta isolate CLC55-C
Virus:gi|9845214|ref|NC_002510.1|	Cotton leaf curl Gezira virus
Virus:gi|28872853|ref|NC_004583.1|	Cotton leaf curl Kokhran virus
Virus:gi|392972651|ref|NC_018082.1|	Cotton leaf curl Multan alphasatellite
Virus:gi|148724441|ref|NC_009535.1|	Cotton leaf curl Multan virus satellite DNA beta
Virus:gi|85362699|ref|NC_007721.1|	Cotton leaf curl Multan virus satellite U36-1
Virus:gi|28913321|ref|NC_004607.1|	Cotton leaf curl Multan virus
Virus:gi|219552920|ref|NC_011804.1|	Gossypium darwinii symptomless virus DNA-A
Virus:gi|16507262|ref|NC_003199.1|	Cotton leaf curl Rajasthan virus segment A
Virus:gi|1005739447|ref|NC_029648.1|	Cotton leaf curl Shadadpur virus
Virus:gi|332672310|ref|NC_015327.1|	Cotton leaf curl virus associated DNA 1 isolate Lucknow
Virus:gi|386363654|ref|NC_017829.1|	Cotton leaf curl virus betasatellite
Virus:gi|1101511773|ref|NC_031760.1|	Cotton leaf curl virus isolate Faz-14
Virus:gi|308125285|ref|NC_014545.1|	Cotton leafroll dwarf virus
Virus:gi|1037243184|ref|NC_030310.1|	Cotton yellow mosaic virus isolate Benin-Gossypium raimondii-55-14 segment DNA-A
Virus:gi|1037243191|ref|NC_030311.1|	Cotton yellow mosaic virus isolate Benin-Gossypium raimondii-55-14 segment DNA-B
Virus:gi|21427633|ref|NC_004013.1|	Cowpea aphid-borne mosaic virus
Virus:gi|20087039|ref|NC_003541.1|	Cowpea chlorotic mottle virus RNA 2
Virus:gi|20087041|ref|NC_003542.1|	Cowpea chlorotic mottle virus RNA 3
Virus:gi|20087044|ref|NC_003543.1|	Cowpea chlorotic mottle virus RNA 1
Virus:gi|313122763|ref|NC_014730.1|	Cowpea mild mottle virus
Virus:gi|20095237|ref|NC_003549.1|	Cowpea mosaic virus RNA 1
Virus:gi|20087034|ref|NC_003550.1|	Cowpea mosaic virus (CPMV) middle-component RNA (M RNA)
Virus:gi|20087046|ref|NC_003535.1|	Cowpea mottle virus
Virus:gi|1173244233|ref|NC_034246.1|	Cowpea polerovirus 1 isolate BE167
Virus:gi|1173244241|ref|NC_034247.1|	Cowpea polerovirus 2 isolate BE179
Virus:gi|62327280|ref|NC_006952.1|	Cowpea severe leaf curl-associated DNA beta
Virus:gi|20087032|ref|NC_003544.1|	Cowpea severe mosaic virus RNA 2
Virus:gi|20087033|ref|NC_003545.1|	Cowpea severe mosaic virus RNA 1
Virus:gi|30844336|ref|NC_003663.2|	Cowpox virus
Virus:gi|564292821|ref|NC_023008.1|	Butcherbird polyomavirus isolate AWH19840
Virus:gi|122809020|ref|NC_008794.1|	Crassocephalum yellow vein virus - Jinghong
Virus:gi|321496547|ref|NC_015049.1|	Rodent herpesvirus Peru
Virus:gi|21321708|ref|NC_003924.1|	Cricket paralysis virus nonstructural polyprotein and structural polyprotein genes
Virus:gi|75905471|ref|NC_005300.2|	Crimean-Congo hemorrhagic fever virus segment M
Virus:gi|76364065|ref|NC_005301.3|	Crimean-Congo hemorrhagic fever virus segment L
Virus:gi|39840949|ref|NC_005302.1|	Crimean-Congo hemorrhagic fever virus segment S
Virus:gi|693764271|ref|NC_025219.1|	Cripavirus NB-1/2011/HUN
Virus:gi|399528633|ref|NC_018276.1|	Croceibacter phage P2559S
Virus:gi|589893825|ref|NC_023614.1|	Croceibacter phage P2559Y
Virus:gi|723274156|ref|NC_025474.1|	Crohivirus gene for polyprotein
Virus:gi|50253405|ref|NC_005997.1|	St Croix river virus segment 1 putative RNA-dependent RNA polymerase VP1 gene
Virus:gi|50253407|ref|NC_005998.1|	St Croix River virus chromosome segment 2
Virus:gi|50253409|ref|NC_005999.1|	St Croix River virus chromosome segment 3
Virus:gi|50253411|ref|NC_006000.1|	St Croix River virus chromosome segment 4
Virus:gi|50253413|ref|NC_006001.1|	St Croix River virus chromosome segment 5
Virus:gi|50253415|ref|NC_006002.1|	St Croix River virus chromosome segment 6
Virus:gi|50253417|ref|NC_006003.1|	St Croix River virus chromosome segment 7
Virus:gi|50253419|ref|NC_006004.1|	St Croix River virus chromosome segment 8
Virus:gi|50253421|ref|NC_006005.1|	St Croix River virus chromosome segment 9
Virus:gi|50253423|ref|NC_006006.1|	St Croix River virus chromosome segment 10
Virus:gi|1041566137|ref|NC_030393.1|	Cronartium ribicola mitovirus 1 isolate CrMV1-BC-u3 RNA-dependent RNA polymerase (RdRp) gene
Virus:gi|1041566251|ref|NC_030395.1|	Cronartium ribicola mitovirus 2 isolate CrMV2-BC-u3 RNA-dependent RNA polymerase (RdRp) gene
Virus:gi|1041566253|ref|NC_030396.1|	Cronartium ribicola mitovirus 3 isolate CrMV3-BC-u3 RNA-dependent RNA polymerase (RdRp) gene
Virus:gi|1041566255|ref|NC_030397.1|	Cronartium ribicola mitovirus 4 isolate CrMV4-BC-u3 RNA-dependent RNA polymerase (RdRp) gene
